"","WRB","count"
"Hiposodic Cambisol Cromic","Hiposodic Cambisol Cromic",1
"Hiposodic Fluvisol","Hiposodic Fluvisol",1
"Hiposodic Gypsisol Aridic","Hiposodic Gypsisol Aridic",1
"Hiposodic Leptosol","Hiposodic Leptosol",2
"Hiposodic Luvisol","Hiposodic Luvisol",4
"Hiposodic Luvisol Abruptic","Hiposodic Luvisol Abruptic",3
"Hiposodic Luvisol Aridic","Hiposodic Luvisol Aridic",1
"Hiposodic Luvisol Calcaric","Hiposodic Luvisol Calcaric",4
"Hiposodic Luvisol Cromic","Hiposodic Luvisol Cromic",2
"Hiposodic Luvisol Humic","Hiposodic Luvisol Humic",1
"Hiposodic Luvisol Rodic","Hiposodic Luvisol Rodic",1
"Hiposodic Phaeozem","Hiposodic Phaeozem",1
"Hiposodic Phaeozem Endopetroduric","Hiposodic Phaeozem Endopetroduric",1
"Hiposodic Phaeozem Humic","Hiposodic Phaeozem Humic",1
"Hiposodic Phaeozem Luvic","Hiposodic Phaeozem Luvic",2
"Hiposodic Planosol","Hiposodic Planosol",1
"Hiposodic Regosol","Hiposodic Regosol",3
"Hiposodic Regosol Calcaric","Hiposodic Regosol Calcaric",1
"Hiposodic Regosol Siltic","Hiposodic Regosol Siltic",1
"Hiposodic Solonchak","Hiposodic Solonchak",1
"Hiposodic Solonchak Esqueletic","Hiposodic Solonchak Esqueletic",1
"Hiposodic Solonchak Siltic","Hiposodic Solonchak Siltic",1
"Hiposodic Vertisol","Hiposodic Vertisol",1
"Hiposodic Vertisol Calcaric","Hiposodic Vertisol Calcaric",2
"Hiposodic Vertisol Cromic","Hiposodic Vertisol Cromic",4
"Hiposodic Vertisol Pelic","Hiposodic Vertisol Pelic",3
"Histic Gleysol Hyperdystric","Histic Gleysol Hyperdystric",1
"Histosol","Histosol",407
"Hortic,Hortic,Ferralic,Ferrali Anthrosol Eutric,Clayic","Hortic,Hortic,Ferralic,Ferrali Anthrosol Eutric,Clayic",1
"Humic Acrisol","Humic Acrisol",4
"Humic Acrisol Hiperdistric","Humic Acrisol Hiperdistric",3
"Humic Acrisol Plintic","Humic Acrisol Plintic",1
"Humic Acrisol Profondic","Humic Acrisol Profondic",2
"Humic Acrisol Rodic","Humic Acrisol Rodic",1
"Humic Alisol","Humic Alisol",1
"Humic Andosol","Humic Andosol",1
"Humic Andosol Distric","Humic Andosol Distric",1
"Humic Andosol Hiperdistric","Humic Andosol Hiperdistric",1
"Humic Calcisol","Humic Calcisol",2
"Humic Calcisol Arenic","Humic Calcisol Arenic",1
"Humic Calcisol Aridic","Humic Calcisol Aridic",1
"Humic Calcisol Cromic","Humic Calcisol Cromic",1
"Humic Calcisol Hiposalic","Humic Calcisol Hiposalic",1
"Humic Cambisol","Humic Cambisol",1
"Humic Cambisol Calcaric","Humic Cambisol Calcaric",2
"Humic Cambisol Cromic","Humic Cambisol Cromic",4
"Humic Cambisol Distric","Humic Cambisol Distric",3
"Humic Cambisol Endoesqueletic","Humic Cambisol Endoesqueletic",2
"Humic Cambisol Epidistric","Humic Cambisol Epidistric",1
"Humic Cambisol Esqueletic","Humic Cambisol Esqueletic",1
"Humic Cambisol Eutric","Humic Cambisol Eutric",2
"Humic Cambisol Hiperdistric","Humic Cambisol Hiperdistric",2
"Humic Cambisol Ortieutric","Humic Cambisol Ortieutric",1
"Humic Cambisol Rodic","Humic Cambisol Rodic",4
"Humic Chernozem Calcic","Humic Chernozem Calcic",1
"Humic Chernozem Endoesqueletic","Humic Chernozem Endoesqueletic",1
"Humic Chernozem Esqueletic","Humic Chernozem Esqueletic",1
"Humic Ferralsol","Humic Ferralsol",1
"Humic Fluvisol Calcaric","Humic Fluvisol Calcaric",2
"Humic Gleysol Siltic","Humic Gleysol Siltic",1
"Humic Gleysol Stagnic","Humic Gleysol Stagnic",1
"Humic Leptosol","Humic Leptosol",3
"Humic Leptosol Abruptic","Humic Leptosol Abruptic",1
"Humic Leptosol Calcaric","Humic Leptosol Calcaric",8
"Humic Leptosol Eutric","Humic Leptosol Eutric",2
"Humic Leptosol Hiperdistric","Humic Leptosol Hiperdistric",3
"Humic Lixisol Cromic","Humic Lixisol Cromic",1
"Humic Lixisol Cutanic","Humic Lixisol Cutanic",1
"Humic Lixisol Profondic","Humic Lixisol Profondic",2
"Humic Lixisol Rodic","Humic Lixisol Rodic",1
"Humic Luvisol","Humic Luvisol",4
"Humic Luvisol Albic","Humic Luvisol Albic",1
"Humic Luvisol Cromic","Humic Luvisol Cromic",13
"Humic Luvisol Cutanic","Humic Luvisol Cutanic",5
"Humic Luvisol Distric","Humic Luvisol Distric",9
"Humic Luvisol Endoesqueletic","Humic Luvisol Endoesqueletic",1
"Humic Luvisol Epidistric","Humic Luvisol Epidistric",1
"Humic Luvisol Epiesqueletic","Humic Luvisol Epiesqueletic",2
"Humic Luvisol Esqueletic","Humic Luvisol Esqueletic",2
"Humic Luvisol Hiperdistric","Humic Luvisol Hiperdistric",6
"Humic Luvisol Profondic","Humic Luvisol Profondic",7
"Humic Luvisol Rodic","Humic Luvisol Rodic",1
"Humic Nitisol Eutric","Humic Nitisol Eutric",1
"Humic Phaeozem","Humic Phaeozem",2
"Humic Phaeozem Calcaric","Humic Phaeozem Calcaric",12
"Humic Phaeozem Cromic","Humic Phaeozem Cromic",1
"Humic Phaeozem Endoesqueletic","Humic Phaeozem Endoesqueletic",1
"Humic Phaeozem Epiesqueletic","Humic Phaeozem Epiesqueletic",2
"Humic Phaeozem Esqueletic","Humic Phaeozem Esqueletic",6
"Humic Phaeozem Luvic","Humic Phaeozem Luvic",2
"Humic Phaeozem Paquic","Humic Phaeozem Paquic",5
"Humic Planosol","Humic Planosol",1
"Humic Plinthosol","Humic Plinthosol",1
"Humic Plinthosol Ferric","Humic Plinthosol Ferric",1
"Humic Regosol Calcaric","Humic Regosol Calcaric",5
"Humic Regosol Esqueletic","Humic Regosol Esqueletic",1
"Humic Regosol Hiposodic","Humic Regosol Hiposodic",1
"Humic Umbrisol","Humic Umbrisol",10
"Humic Umbrisol Calcaric","Humic Umbrisol Calcaric",1
"Humic Umbrisol Epiesqueletic","Humic Umbrisol Epiesqueletic",1
"Humic Umbrisol Hiperdistric","Humic Umbrisol Hiperdistric",8
"Humic Umbrisol Luvic","Humic Umbrisol Luvic",1
"Humic Umbrisol Paquic","Humic Umbrisol Paquic",2
"Humic Vertisol Calcaric","Humic Vertisol Calcaric",6
"Humic Vertisol Calcic","Humic Vertisol Calcic",1
"Humic Vertisol Cromic","Humic Vertisol Cromic",1
"Humic Vertisol Hiposodic","Humic Vertisol Hiposodic",1
"Humic Vertisol Mazic","Humic Vertisol Mazic",4
"Humic Vertisol Mesotrofic","Humic Vertisol Mesotrofic",4
"Humic Vertisol Pelic","Humic Vertisol Pelic",6
"Humic,Anthraquic Gleysol","Humic,Anthraquic Gleysol",1
"Humic,Arenic Lixisol","Humic,Arenic Lixisol",1
"Humic,Bathypetroplinthic Lixisol","Humic,Bathypetroplinthic Lixisol",1
"Humic,Calcari Fluvisol","Humic,Calcari Fluvisol",1
"Humic,Calcari Gleysol","Humic,Calcari Gleysol",1
"Humic,Calcari Leptosol","Humic,Calcari Leptosol",1
"Humic,Cambic Umbrisol","Humic,Cambic Umbrisol",1
"Humic,Cambic Umbrisol Humic,Alumic,Chromic","Humic,Cambic Umbrisol Humic,Alumic,Chromic",1
"Humic,Cutanic,Profondi Acrisol Alumic,Humic,Profondic,Alumic","Humic,Cutanic,Profondi Acrisol Alumic,Humic,Profondic,Alumic",1
"Humic,Eutri Nitisol","Humic,Eutri Nitisol",1
"Humic,Ferralic Cambisol","Humic,Ferralic Cambisol",2
"Humic,Ferralic Umbrisol","Humic,Ferralic Umbrisol",1
"Humic,Ferralic,Hyperferrali,Lixic Nitisol Humic,Eutric,Eutric","Humic,Ferralic,Hyperferrali,Lixic Nitisol Humic,Eutric,Eutric",1
"Humic,Ferri Acrisol Haplic","Humic,Ferri Acrisol Haplic",1
"Humic,Gleyic Fluvisol","Humic,Gleyic Fluvisol",1
"Humic,Hapli Umbrisol","Humic,Hapli Umbrisol",1
"Humic,Haplic,Alumi Acrisol Alumic,Humic,Clayic","Humic,Haplic,Alumi Acrisol Alumic,Humic,Clayic",1
"Humic,Haplic,Hyperdystri Ferralsol Humic,Dystric,Clayic","Humic,Haplic,Hyperdystri Ferralsol Humic,Dystric,Clayic",1
"Humic,Haplic,Hyperdystri Ferralsol Humic,Dystric,Clayic,Rhodic","Humic,Haplic,Hyperdystri Ferralsol Humic,Dystric,Clayic,Rhodic",1
"Humic,Haplic,Profondi Alisol Alumic,Humic,Hyperdystric,Profondic,Chromic","Humic,Haplic,Profondi Alisol Alumic,Humic,Hyperdystric,Profondic,Chromic",1
"Humic,Leptic Cambisol Hyperdystric","Humic,Leptic Cambisol Hyperdystric",1
"Humic,Leptic Regosol","Humic,Leptic Regosol",1
"Humic,Leptic Regosol Dystric","Humic,Leptic Regosol Dystric",1
"Humic,Lixic Ferralsol","Humic,Lixic Ferralsol",1
"Humic,Mollic Fluvisol","Humic,Mollic Fluvisol",2
"Humic,Mollic Leptosol","Humic,Mollic Leptosol",1
"Humic,Mollic Solonetz","Humic,Mollic Solonetz",1
"Humic,Profondi Lixisol Hyperferric","Humic,Profondi Lixisol Hyperferric",1
"Humic,Profondic Acrisol","Humic,Profondic Acrisol",1
"Humic,Umbric Acrisol","Humic,Umbric Acrisol",1
"Humic,Umbric Acrisol Rhodic","Humic,Umbric Acrisol Rhodic",1
"Humic,Umbric Leptosol","Humic,Umbric Leptosol",3
"Humic,Umbric Nitisol","Humic,Umbric Nitisol",1
"Humic,Vetic,Veti Acrisol Alumic,Humic,Profondic,Profondic,Hyperdystric","Humic,Vetic,Veti Acrisol Alumic,Humic,Profondic,Profondic,Hyperdystric",1
"Humic,Vetic,Veti Ferralsol Humic,Alumic,Alumic,Clayic,Rhodic","Humic,Vetic,Veti Ferralsol Humic,Alumic,Alumic,Clayic,Rhodic",1
"Humic,Vetic,Veti,Ferralic Nitisol Humic,Alumic,Alumic,Rhodic,Rhodic","Humic,Vetic,Veti,Ferralic Nitisol Humic,Alumic,Alumic,Rhodic,Rhodic",1
"Hydragric,Gleyic,Gleyi,Hydragric Anthrosol Eutric","Hydragric,Gleyic,Gleyi,Hydragric Anthrosol Eutric",1
"Hydragric,Hydragric,Gleyi,Gleyic Anthrosol Endodystric,Luvic","Hydragric,Hydragric,Gleyi,Gleyic Anthrosol Endodystric,Luvic",1
"Hydragric,Hydragric,Luvi Anthrosol","Hydragric,Hydragric,Luvi Anthrosol",1
"Hydragric,Hydragric,Stagni,Stagnic Anthrosol Hypereutric,Siltic","Hydragric,Hydragric,Stagni,Stagnic Anthrosol Hypereutric,Siltic",1
"Hydric,Hyperdystri Andosol","Hydric,Hyperdystri Andosol",2
"Hyperalic,Endogleyic,Cutanic,Profondi,Stagnic Alisol Profondic,Chromic,Hyperdystric,Chromic","Hyperalic,Endogleyic,Cutanic,Profondi,Stagnic Alisol Profondic,Chromic,Hyperdystric,Chromic",1
"Hyperalic,Hyperdystric,Cutanic Cambisol","Hyperalic,Hyperdystric,Cutanic Cambisol",1
"Hypercalcic Calcisol","Hypercalcic Calcisol",1
"Hypercalcic Calcisol Clayic,Aridic","Hypercalcic Calcisol Clayic,Aridic",1
"Hypercalcic,Endoskeletic Calcisol","Hypercalcic,Endoskeletic Calcisol",1
"Hypercalcic,Epipetric Calcisol","Hypercalcic,Epipetric Calcisol",2
"Hypercalcic,Petric Calcisol","Hypercalcic,Petric Calcisol",1
"Hyperdystric Acrisol","Hyperdystric Acrisol",3
"Hyperdystric Alisol","Hyperdystric Alisol",1
"Hyperdystric Arenosol","Hyperdystric Arenosol",1
"Hyperdystric Cambisol","Hyperdystric Cambisol",6
"Hyperdystric Ferralsol","Hyperdystric Ferralsol",1
"Hyperdystric,Acric Ferralsol","Hyperdystric,Acric Ferralsol",3
"Hyperdystric,Alumic Ferralsol","Hyperdystric,Alumic Ferralsol",2
"Hyperdystric,Chromi Acrisol","Hyperdystric,Chromi Acrisol",1
"Hyperdystric,Chromic Cambisol","Hyperdystric,Chromic Cambisol",1
"Hyperdystric,Cutanic,Chromi Acrisol Hyperdystric,Chromic","Hyperdystric,Cutanic,Chromi Acrisol Hyperdystric,Chromic",1
"Hyperdystric,Ferralic Arenosol","Hyperdystric,Ferralic Arenosol",1
"Hyperdystric,Haplic Ferralsol Hyperdystric,Clayic,Xanthic","Hyperdystric,Haplic Ferralsol Hyperdystric,Clayic,Xanthic",1
"Hyperdystric,Haplic,Xanthi Ferralsol Hyperdystric,Xanthic","Hyperdystric,Haplic,Xanthi Ferralsol Hyperdystric,Xanthic",2
"Hyperdystric,Humic Acrisol","Hyperdystric,Humic Acrisol",1
"Hyperdystric,Humic Alisol","Hyperdystric,Humic Alisol",1
"Hyperdystric,Humic Nitisol","Hyperdystric,Humic Nitisol",1
"Hyperdystric,Hypoluvic Arenosol","Hyperdystric,Hypoluvic Arenosol",1
"Hyperdystric,Plinthic Acrisol","Hyperdystric,Plinthic Acrisol",1
"Hyperdystric,Profondic Alisol","Hyperdystric,Profondic Alisol",2
"Hyperdystric,Umbric Acrisol Humic,Chromic","Hyperdystric,Umbric Acrisol Humic,Chromic",1
"Hyperdystric,Umbric Ferralsol","Hyperdystric,Umbric Ferralsol",1
"Hypereutric,Haplic Ferralsol Hypereutric,Clayic","Hypereutric,Haplic Ferralsol Hypereutric,Clayic",1
"Hyperferralic,Haplic,Chromi Cambisol Alumic,Siltic,Hyperdystric","Hyperferralic,Haplic,Chromi Cambisol Alumic,Siltic,Hyperdystric",1
"Hyperferric,Cutanic,Chromi Luvisol Manganiferric,Hypereutric,Cutanic,Clayic,Chromic","Hyperferric,Cutanic,Chromi Luvisol Manganiferric,Hypereutric,Cutanic,Clayic,Chromic",1
"Hyperplinthic Acrisol","Hyperplinthic Acrisol",5
"Hyperplinthic Cambisol","Hyperplinthic Cambisol",1
"Hyperplinthic Lixisol","Hyperplinthic Lixisol",1
"Hypersalic Solonchak","Hypersalic Solonchak",1
"Hypersalic,Gleyic Solonchak","Hypersalic,Gleyic Solonchak",1
"Hypersalic,Gypsic Solonchak","Hypersalic,Gypsic Solonchak",1
"Hypocalcic,calcic horizon,Silti Chernozem Pachic,Siltic","Hypocalcic,calcic horizon,Silti Chernozem Pachic,Siltic",1
"Hypocalcic,Cutanic,Calcic,Chromi Luvisol Siltic,Chromic,Cutanic","Hypocalcic,Cutanic,Calcic,Chromi Luvisol Siltic,Chromic,Cutanic",1
"Hypocalcic,Cutanic,Endostagni,Stagnic,Calcic Luvisol Hyposodic,Clayic,Hyposodic","Hypocalcic,Cutanic,Endostagni,Stagnic,Calcic Luvisol Hyposodic,Clayic,Hyposodic",1
"Hypocalcic,Pelli Vertisol Grumic","Hypocalcic,Pelli Vertisol Grumic",1
"Hypocalcic,Rhodi Luvisol Cutanic","Hypocalcic,Rhodi Luvisol Cutanic",1
"Hypocalcic,Sodic Solonchak","Hypocalcic,Sodic Solonchak",1
"Hypocalcic,Vertic,Calcic,Luvi,Luvic Kastanozem Hyposodic,Clayic,Hyposodic","Hypocalcic,Vertic,Calcic,Luvi,Luvic Kastanozem Hyposodic,Clayic,Hyposodic",1
"Hypoendostagnic Fluvisol","Hypoendostagnic Fluvisol",1
"Hypoferralic Cambisol","Hypoferralic Cambisol",1
"Hypoluvic Arenosol","Hypoluvic Arenosol",7
"Hypoluvic,Brunic,Ferralic Arenosol Eutric","Hypoluvic,Brunic,Ferralic Arenosol Eutric",1
"Hypoluvic,Gleyic Arenosol","Hypoluvic,Gleyic Arenosol",1
"Hypoluvic,Hypoluvic,Brunic,Ferrali,Ferralic Arenosol Eutric,Hypereutric","Hypoluvic,Hypoluvic,Brunic,Ferrali,Ferralic Arenosol Eutric,Hypereutric",1
"Hypoluvic,Hypoluvic,Ferrali Arenosol Hypereutric,Hypereutric","Hypoluvic,Hypoluvic,Ferrali Arenosol Hypereutric,Hypereutric",1
"Hypoluvic,Hypoluvic,Rubic,Aridi Arenosol Eutric,Aridic,Rubic,Eutric","Hypoluvic,Hypoluvic,Rubic,Aridi Arenosol Eutric,Aridic,Rubic,Eutric",1
"Hypoplinthic Ferralsol","Hypoplinthic Ferralsol",8
"Hypoplinthic,Ferralic Cambisol","Hypoplinthic,Ferralic Cambisol",9
"Hyposalic,Duri Solonetz Hypercalcic,Aridic","Hyposalic,Duri Solonetz Hypercalcic,Aridic",1
"Hyposalic,Gleyic Solonetz","Hyposalic,Gleyic Solonetz",1
"Hyposalic,Hypocalci Solonetz Aridic","Hyposalic,Hypocalci Solonetz Aridic",1
"Hyposalic,Magnesi Solonetz Aridic,Albic","Hyposalic,Magnesi Solonetz Aridic,Albic",1
"Hyposalic,Mazi Vertisol Chromic","Hyposalic,Mazi Vertisol Chromic",1
"Hyposodic Gleysol","Hyposodic Gleysol",2
"Hyposodic Luvisol","Hyposodic Luvisol",1
"Hyposodic Phaeozem","Hyposodic Phaeozem",4
"Hyposodic Planosol","Hyposodic Planosol",2
"Hyposodic,Alic,Ali Planosol Albic,Hyposodic,Clayic,Albic","Hyposodic,Alic,Ali Planosol Albic,Hyposodic,Clayic,Albic",1
"Hyposodic,Arenic Luvisol","Hyposodic,Arenic Luvisol",1
"Hyposodic,Calcaric Arenosol","Hyposodic,Calcaric Arenosol",1
"Hyposodic,Calcaric Fluvisol","Hyposodic,Calcaric Fluvisol",1
"Hyposodic,Calcaric Vertisol","Hyposodic,Calcaric Vertisol",1
"Hyposodic,Calcic Luvisol","Hyposodic,Calcic Luvisol",5
"Hyposodic,Calcic Vertisol","Hyposodic,Calcic Vertisol",3
"Hyposodic,Calcic,Vertic Luvisol","Hyposodic,Calcic,Vertic Luvisol",1
"Hyposodic,Ferri Luvisol Chromic","Hyposodic,Ferri Luvisol Chromic",1
"Hyposodic,Gleyic Fluvisol","Hyposodic,Gleyic Fluvisol",1
"Hyposodic,Gleyic Phaeozem","Hyposodic,Gleyic Phaeozem",1
"Hyposodic,Gleyic Planosol","Hyposodic,Gleyic Planosol",1
"Hyposodic,Gypsiric Vertisol","Hyposodic,Gypsiric Vertisol",1
"Hyposodic,Haplic Luvisol","Hyposodic,Haplic Luvisol",1
"Hyposodic,Haplic Vertisol Calcaric,Hyposodic","Hyposodic,Haplic Vertisol Calcaric,Hyposodic",1
"Hyposodic,Haplic,Pachi Phaeozem Hyposodic,Pachic,Clayic","Hyposodic,Haplic,Pachi Phaeozem Hyposodic,Pachic,Clayic",1
"Hyposodic,Luvi Planosol Albic,Orthieutric","Hyposodic,Luvi Planosol Albic,Orthieutric",1
"Hyposodic,Luvic Calcisol","Hyposodic,Luvic Calcisol",1
"Hyposodic,Mollic Vertisol Calcaric,Humic,Hyposodic","Hyposodic,Mollic Vertisol Calcaric,Humic,Hyposodic",1
"Hyposodic,Mollihumi Gleysol calcic horizon","Hyposodic,Mollihumi Gleysol calcic horizon",1
"Hyposodic,Pellic Vertisol","Hyposodic,Pellic Vertisol",3
"Hyposodic,Yermi Calcisol","Hyposodic,Yermi Calcisol",1
"Irragric Anthrosol","Irragric Anthrosol",1
"Irragric Anthrosol Hyposodic","Irragric Anthrosol Hyposodic",1
"Irragric,Irragric Anthrosol Siltic","Irragric,Irragric Anthrosol Siltic",1
"Irragric,Irragric,Regi,Regic Anthrosol Hypereutric,Siltic","Irragric,Irragric,Regi,Regic Anthrosol Hypereutric,Siltic",1
"Irragric,Regi Anthrosol","Irragric,Regi Anthrosol",1
"Kastanozem","Kastanozem",271
"Lamellic,Albic Arenosol","Lamellic,Albic Arenosol",1
"Lamellic,Albic,Dystri Arenosol Dystric","Lamellic,Albic,Dystri Arenosol Dystric",1
"Leptic Cambisol","Leptic Cambisol",1
"Leptic Luvisol","Leptic Luvisol",1
"Leptic Phaeozem","Leptic Phaeozem",7
"Leptic Regosol","Leptic Regosol",10
"Leptic Regosol Dystric,Skeletic","Leptic Regosol Dystric,Skeletic",1
"Leptic Regosol Dystric,Skeletic,Siltic","Leptic Regosol Dystric,Skeletic,Siltic",1
"Leptic Regosol Eutric","Leptic Regosol Eutric",1
"Leptic,Cambic Umbrisol","Leptic,Cambic Umbrisol",1
"Leptic,Cutanic,Chromi,Leptic Lixisol Chromic","Leptic,Cutanic,Chromi,Leptic Lixisol Chromic",1
"Leptic,Petric Calcisol Arenic","Leptic,Petric Calcisol Arenic",1
"Leptic,Verti Luvisol","Leptic,Verti Luvisol",1
"Leptosol","Leptosol",668
"Leptosol Hyperskeletic","Leptosol Hyperskeletic",13
"Leptosol Lithic","Leptosol Lithic",8
"Leptosol Skeletic","Leptosol Skeletic",2
"Lithic Leptosol","Lithic Leptosol",4
"Lithic Leptosol Calcaric","Lithic Leptosol Calcaric",1
"Litic Leptosol","Litic Leptosol",3
"Litic Leptosol Aridic","Litic Leptosol Aridic",2
"Litic Leptosol Calcaric","Litic Leptosol Calcaric",8
"Litic Leptosol Distric","Litic Leptosol Distric",3
"Litic Leptosol Esqueletic","Litic Leptosol Esqueletic",75
"Litic Leptosol Eutric","Litic Leptosol Eutric",20
"Litic Leptosol Hiposodic","Litic Leptosol Hiposodic",1
"Litic Leptosol Humic","Litic Leptosol Humic",36
"Litic Leptosol Molic","Litic Leptosol Molic",1
"Litic Leptosol Rendzic","Litic Leptosol Rendzic",1
"Lixic Ferralsol","Lixic Ferralsol",1
"Lixic Ferralsol Endodystric,Clayic,Rhodic","Lixic Ferralsol Endodystric,Clayic,Rhodic",1
"Lixic,Ferralic Cambisol","Lixic,Ferralic Cambisol",1
"Lixic,Ferralic,Mollic Nitisol","Lixic,Ferralic,Mollic Nitisol",1
"Lixic,Lixic Ferralsol Eutric,Clayic","Lixic,Lixic Ferralsol Eutric,Clayic",1
"Lixic,Lixic,Chromi Ferralsol Clayic","Lixic,Lixic,Chromi Ferralsol Clayic",1
"Lixic,Vetic,Veti,Lixic Ferralsol Eutric,Rhodic,Hypereutric,Rhodic","Lixic,Vetic,Veti,Lixic Ferralsol Eutric,Rhodic,Hypereutric,Rhodic",1
"Lixisol","Lixisol",523
"Lixisol Ferric","Lixisol Ferric",1
"Luvic Andosol Distric","Luvic Andosol Distric",4
"Luvic Andosol Umbrihumic","Luvic Andosol Umbrihumic",2
"Luvic Arenosol","Luvic Arenosol",1
"Luvic Calcisol","Luvic Calcisol",33
"Luvic Calcisol Alcalic","Luvic Calcisol Alcalic",1
"Luvic Calcisol Arenic","Luvic Calcisol Arenic",1
"Luvic Calcisol Aridic","Luvic Calcisol Aridic",34
"Luvic Calcisol Cromic","Luvic Calcisol Cromic",1
"Luvic Calcisol Endoesqueletic","Luvic Calcisol Endoesqueletic",5
"Luvic Calcisol Epiesqueletic","Luvic Calcisol Epiesqueletic",2
"Luvic Calcisol Esqueletic","Luvic Calcisol Esqueletic",4
"Luvic Calcisol Hiposalic","Luvic Calcisol Hiposalic",2
"Luvic Calcisol Hiposodic","Luvic Calcisol Hiposodic",9
"Luvic Calcisol Humic","Luvic Calcisol Humic",14
"Luvic Calcisol Siltic","Luvic Calcisol Siltic",2
"Luvic Cambisol Calcaric","Luvic Cambisol Calcaric",1
"Luvic Chernozem Esqueletic","Luvic Chernozem Esqueletic",1
"Luvic Chernozem Humic","Luvic Chernozem Humic",3
"Luvic Kastanozem","Luvic Kastanozem",4
"Luvic Kastanozem Humic","Luvic Kastanozem Humic",1
"Luvic Kastanozem Paquic","Luvic Kastanozem Paquic",1
"Luvic Phaeozem","Luvic Phaeozem",26
"Luvic Phaeozem Abruptic","Luvic Phaeozem Abruptic",9
"Luvic Phaeozem Albic","Luvic Phaeozem Albic",1
"Luvic Phaeozem Calcaric","Luvic Phaeozem Calcaric",11
"Luvic Phaeozem Chromic","Luvic Phaeozem Chromic",1
"Luvic Phaeozem Cromic","Luvic Phaeozem Cromic",2
"Luvic Phaeozem Endoesqueletic","Luvic Phaeozem Endoesqueletic",2
"Luvic Phaeozem Endogleyic","Luvic Phaeozem Endogleyic",1
"Luvic Phaeozem Esqueletic","Luvic Phaeozem Esqueletic",8
"Luvic Phaeozem Hiposodic","Luvic Phaeozem Hiposodic",2
"Luvic Phaeozem Humic","Luvic Phaeozem Humic",25
"Luvic Phaeozem Pachic,Clayic","Luvic Phaeozem Pachic,Clayic",1
"Luvic Phaeozem Pachic,Clayic,Chromic","Luvic Phaeozem Pachic,Clayic,Chromic",1
"Luvic Phaeozem Paquic","Luvic Phaeozem Paquic",2
"Luvic Phaeozem Rodic","Luvic Phaeozem Rodic",2
"Luvic Phaeozem Siltic","Luvic Phaeozem Siltic",1
"Luvic Phaeozem Stagnic","Luvic Phaeozem Stagnic",1
"Luvic Planosol","Luvic Planosol",3
"Luvic Planosol Albic","Luvic Planosol Albic",4
"Luvic Planosol Calcaric","Luvic Planosol Calcaric",1
"Luvic Planosol Cromic","Luvic Planosol Cromic",1
"Luvic Planosol Esqueletic","Luvic Planosol Esqueletic",1
"Luvic Planosol Hiposodic","Luvic Planosol Hiposodic",1
"Luvic Planosol Molic","Luvic Planosol Molic",1
"Luvic Planosol Sodic","Luvic Planosol Sodic",1
"Luvic,Calcic Kastanozem","Luvic,Calcic Kastanozem",1
"Luvic,Calcic Kastanozem Sodic","Luvic,Calcic Kastanozem Sodic",1
"Luvic,Chromi Phaeozem","Luvic,Chromi Phaeozem",1
"Luvic,Endogleyic Phaeozem","Luvic,Endogleyic Phaeozem",1
"Luvic,Epileptic Phaeozem Chromic","Luvic,Epileptic Phaeozem Chromic",1
"Luvic,Ferralic,Chromi,Luvic Phaeozem Clayic,Chromic","Luvic,Ferralic,Chromi,Luvic Phaeozem Clayic,Chromic",1
"Luvic,Ferralic,Luvic,Chromi Phaeozem Clayic,Chromic","Luvic,Ferralic,Luvic,Chromi Phaeozem Clayic,Chromic",1
"Luvic,Hapli Phaeozem","Luvic,Hapli Phaeozem",1
"Luvic,Hyposodic,Cutani Luvisol Calcaric,Hyposodic,Clayic","Luvic,Hyposodic,Cutani Luvisol Calcaric,Hyposodic,Clayic",1
"Luvic,Hyposodic,Luvi Planosol Albic,Hyposodic,Albic","Luvic,Hyposodic,Luvi Planosol Albic,Hyposodic,Albic",1
"Luvic,Hyposodic,Luvi Planosol Albic,Hyposodic,Clayic,Albic","Luvic,Hyposodic,Luvi Planosol Albic,Hyposodic,Clayic,Albic",1
"Luvic,Hyposodic,Luvi Planosol Albic,Sodic,Epidystric,Albic,Epidystric","Luvic,Hyposodic,Luvi Planosol Albic,Sodic,Epidystric,Albic,Epidystric",1
"Luvic,Luvic,Albi Planosol Albic,Manganiferric,Epidystric,Ferric,Epidystric","Luvic,Luvic,Albi Planosol Albic,Manganiferric,Epidystric,Ferric,Epidystric",1
"Luvic,Luvic,Aridi Calcisol Aridic,Hyperochric,Chromic,Hyperochric","Luvic,Luvic,Aridi Calcisol Aridic,Hyperochric,Chromic,Hyperochric",1
"Luvic,Luvic,Calcari Phaeozem Calcaric","Luvic,Luvic,Calcari Phaeozem Calcaric",1
"Luvic,Luvic,Eutri Planosol Eutric","Luvic,Luvic,Eutri Planosol Eutric",1
"Luvic,Luvic,Pachi Phaeozem Calcaric,Pachic,Clayic,Calcaric,Chromic,Chromic","Luvic,Luvic,Pachi Phaeozem Calcaric,Pachic,Clayic,Calcaric,Chromic,Chromic",1
"Luvic,Luvic,Pachi Phaeozem Pachic","Luvic,Luvic,Pachi Phaeozem Pachic",1
"Luvic,Mollic Andosol","Luvic,Mollic Andosol",1
"Luvic,Silti Chernozem","Luvic,Silti Chernozem",1
"Luvic,Solodic Planosol","Luvic,Solodic Planosol",4
